id,total_sales,average_sales,monthly_growth_percent,top_product,best_region,month
374,169615.02,232.5,2.78,Monitor,Central,apr
457,88800.57,1604.7,-10.16,Tablet,,NOV
1401,11896.65,4495.14,-13.02,Printer,South,Aug
1372,23432.14,1736.04,13.85,Keyboard,east,dec
384,114147.54,3953.13,-1.64,Tablet,,February
1272,83467.37,1794.03,-0.42,Monitor,West ,Oct
767,46695.18,3566.55,2.26,Smartwatch,,Jan
187,171483.82,235.47,0.98,Printer, SOUTH,June
812,71606.03,4658.82,4.33,Laptop,West,Aug
1234,29033.22,3507.81,-13.86,Camera,east,
781,134247.24,1041.53,18.1,Printer,West,
328,21408.62,4948.62,26.05,Monitor,North,Aug
742,47143.06,3921.04,0.27,Mobile,West ,dec
1232,188990.03,3421.6,15.98,Camera,east,NOV
177,157009.65,3115.83,34.64,Printer,East,February
881,162929.21,3658.63,11.51,Mobile,West,apr
1049,196567.16,1723.29,-15.38,Mouse,South,June
665,140574.91,2819.83,0.44,Monitor,Central,September
1226,102942.4,1565.87,2.86,,North,February
250,30353.73,4212.5,5.77,Mobile,east,Jan
563,23825.33,2492.5,38.16,Mobile,Central,dec
149,183670.99,3093.27,-4.02,Monitor,East,dec
859,128347.36,3315.98,,Monitor,,apr
394,104034.06,366.41,23.51,Mobile,South,MAR
36,41492.62,2638.18,-16.27,Mouse,West ,May
6,144652.26,2651.74,13.1,Headphones,West,February
1366,31710.74,1943.77,2.67,Mouse,east,MAR
915,153088.57,,27.93,Monitor,east,Oct
760,,2344.8,-7.86,Printer,West ,
1169,160114.04,4352.07,38.21,Headphones,,jul
862,94380.54,3260.66,9.52,Mouse,East,May
655,75268.5,909.78,4.77,Laptop,North,Aug
1102,124712.44,2987.65,8.9,Keyboard,Central,MAR
1198,88659.86,2068.89,9.87,Headphones,,February
649,84012.31,1949.3,20.59,Headphones,north ,Jan
186,30572.12,4463.77,-4.93,Keyboard,West,NOV
798,168315.43,3468.89,,Mobile,Central,May
1018,77273.08,1222.07,,Keyboard,West ,NOV
773,164795.45,3937.73,39.58,Monitor,Central,September
253,111379.28,3215.93,19.88,Mouse,,May
7,179834.27,3891.44,-0.42,Monitor,North,apr
1148,87852.99,442.12,10.3,Mouse,Central,Oct
173,23906.01,1810.08,35.28,Laptop,North,June
